event_id,user_email,track_source_mbid,listened_at,device
67e569e3-1251-5da5-a90f-6435faaa9c23,alice@example.com,bea00600-c226-4216-96bc-4a487f4de7cf,2024-05-01 08:00:00,mobile
e48cccd6-f71e-5b43-adb5-7884d4afc647,bob@example.com,520a09bc-4cb9-452f-9a50-703b0c5637fd,2024-05-01 08:17:00,web
86566259-5f08-5957-818a-4af85f0869c1,carol@example.com,f9cd1c97-badb-4050-ae4f-b562a64705a8,2024-05-01 08:34:00,desktop
cec03b1b-881b-5911-826a-d27e92ec098b,alice@example.com,354e571e-c6a4-442a-93c0-247e8d66c1c0,2024-05-01 08:51:00,tablet
bd3134d3-4c6f-59c5-9ddd-c050db6cf210,bob@example.com,c957a63a-1332-4a5c-bb6f-e116a45becb5,2024-05-01 09:08:00,mobile
60e35532-33bd-5158-802a-d0604285946b,carol@example.com,b0700595-a0c0-4151-b7fd-12b046ebc9df,2024-05-01 09:25:00,web
edf3c88d-1fff-5217-bc53-4084597b1477,alice@example.com,16947d2b-8a0d-4ee7-aa38-042a05adb975,2024-05-01 09:42:00,desktop
ad2e8bc4-3ded-5d4d-8178-e00a17bd1a82,bob@example.com,46cc019b-ff17-496a-866a-2b4932600910,2024-05-01 09:59:00,tablet
5d007853-bae5-59c1-bc08-2502a99006e1,carol@example.com,ebbbe19b-e08d-4957-9445-d81745a96a93,2024-05-01 10:16:00,mobile
17edaab1-4946-59f4-8da4-cd69d01d1ecf,alice@example.com,205ff413-6fbe-48d2-bd64-940cc37f5d75,2024-05-01 10:33:00,web
e7a52cb2-73e6-5886-858d-1538c94720d7,bob@example.com,2bf45c25-da71-408a-981d-6cf14f47552d,2024-05-01 10:50:00,desktop
46b87900-195b-51de-8204-976c51072b70,carol@example.com,5026f6d4-89be-4d29-b731-a91bb3f4779c,2024-05-01 11:07:00,tablet
afaa4a6a-570b-5144-b749-df152b95f618,alice@example.com,e8ce0050-81f3-44d5-86d2-4154a1c1680e,2024-05-01 11:24:00,mobile
0e97452e-fcdd-5743-9073-2d1595ac1b23,bob@example.com,fac363f8-7da2-4d2d-9b19-d90be9bcefae,2024-05-01 11:41:00,web
be1a5d88-e90a-59a3-bed9-bbfe8a402644,carol@example.com,c25aba65-17ae-4f2e-a8a8-5aefa4e1348b,2024-05-01 11:58:00,desktop
5ea451a7-bd1b-5028-8b4e-532a680b1393,alice@example.com,e7f5cfb4-47eb-42cb-97ce-3b506274ec73,2024-05-01 12:15:00,tablet
d54d2c5f-cb5e-5266-a5b4-f9260dbbc54d,bob@example.com,5deb4023-53b9-47f3-ab3d-b057ee4f953f,2024-05-01 12:32:00,mobile
8e778561-f21d-5ee7-97b7-9b62eae28bf7,carol@example.com,629cdfb3-6122-4bba-bead-4c09f888efca,2024-05-01 12:49:00,web
1ceda6a3-cf07-58a8-bf03-a27a0619b582,alice@example.com,6fe2eadd-d236-4d28-806b-3bda9285fd0d,2024-05-01 13:06:00,desktop
b6f92ffd-5e50-57b5-9eb9-a9096d648e96,bob@example.com,65c5385c-55df-4e3f-83bd-73145528e14f,2024-05-01 13:23:00,tablet
76f1e3f0-ef6d-5c28-bbd5-268b8c60eafb,carol@example.com,6373694b-2bae-4bc1-89a3-8545441304c9,2024-05-01 13:40:00,mobile
b9fbcdbf-dacb-54b1-a1d3-ee275df03495,alice@example.com,0e84d50e-aa9a-4365-bae9-7e8f870f0f02,2024-05-01 13:57:00,web
c957aeda-dc0f-5f97-b84d-09bd8e724e14,bob@example.com,8bf3a39b-40d4-4d03-8f83-0f5db88d4e69,2024-05-01 14:14:00,desktop
37f8211d-d677-53d6-b084-8f4dbf5854d0,carol@example.com,a2bc017d-dd7d-489e-af9c-f1ca73ecfd52,2024-05-01 14:31:00,tablet
b2d6423e-7727-515c-b273-36fef72489bb,alice@example.com,f7e0f54c-1be0-41f6-9f0f-f1885a41230c,2024-05-01 14:48:00,mobile
a85392ad-ab4a-5087-a1a0-dd7dec48f3e6,bob@example.com,340f4833-2e20-4ab8-b03d-91c8e7f230a3,2024-05-01 15:05:00,web
e8cac02b-e74e-5a50-aa06-39e0275ca666,carol@example.com,575d1039-43e5-4c38-9c7a-1566600491ff,2024-05-01 15:22:00,desktop
e0c8cd69-41d9-51d7-8bfb-281b0bf412c6,alice@example.com,cc462b1f-b77d-4c4b-851f-ba3b65fa1331,2024-05-01 15:39:00,tablet
e0d0fd6f-fc08-50ad-843e-6382ebe8d599,bob@example.com,cdc72506-8355-4b48-9cd1-fd03828b1601,2024-05-01 15:56:00,mobile
cbb33919-d366-5d10-bd5b-2762a2d2047e,carol@example.com,bef779fc-0310-4c4c-85ef-1e4797b1dc9e,2024-05-01 16:13:00,web
e0b8de12-bbd2-5785-b37e-051d63dd7f9b,alice@example.com,f3b7aba1-3d9b-4837-ba86-120ef1e7337f,2024-05-01 16:30:00,desktop
50007b13-8ca7-5b77-8887-de4269ced0c9,bob@example.com,87b314ab-145c-4d4a-b661-0f35e48586ca,2024-05-01 16:47:00,tablet
8e5e69e9-4464-5b0f-9003-f063d8e1795e,carol@example.com,9709c855-dfa2-4159-b0e4-deb078bfe1d7,2024-05-01 17:04:00,mobile
549e8a3e-1b29-5630-a33b-fc836c428cdc,alice@example.com,236bed16-209e-4f6c-bc8c-9ba685852787,2024-05-01 17:21:00,web
c7335911-5e4c-5d3d-b757-2a95e9baf1ed,bob@example.com,a413deb8-5c2d-489b-98f8-7f1e61c5eeef,2024-05-01 17:38:00,desktop
5eafee05-9c62-5114-b8fe-e52ca92112bd,carol@example.com,fd4fabfb-c7c1-4818-bd9d-ac546edaf784,2024-05-01 17:55:00,tablet
d9ae638a-7c98-5fd2-99ba-8093dee7f6ba,alice@example.com,6943fab7-444f-47a0-ae18-099125cfea02,2024-05-01 18:12:00,mobile
2c0676a1-e70e-5171-94d2-90a23991d58d,bob@example.com,1cecec99-53e1-4f43-894f-7976318b8929,2024-05-01 18:29:00,web
8b0e212d-3a10-5c24-afa6-5335e6aef386,carol@example.com,8004fdd5-00dc-48c9-8635-8889fcb96040,2024-05-01 18:46:00,desktop
6a159ca8-d110-5be1-9e59-b46e446498e8,alice@example.com,5fbabd7f-ca2b-4137-9826-f67866b923aa,2024-05-01 19:03:00,tablet
366bab12-e4fc-5b33-a4fd-786c9eb94f81,bob@example.com,9a73ddb9-4488-417b-b57f-4b9b7870e942,2024-05-01 19:20:00,mobile
596bd5eb-a93d-54b2-9099-98b2996239d7,carol@example.com,6b8da6d9-fa26-49e4-90fb-8e677a808568,2024-05-01 19:37:00,web
6bc62e26-2c42-5e77-a7f0-1d2143c8635c,alice@example.com,f08d8370-97d9-41a1-b4ff-5688515bd166,2024-05-01 19:54:00,desktop
b71dd820-3244-5ff4-a386-f87908c19ec5,bob@example.com,aa233736-abb6-4a3a-b7fd-1135b2d0001c,2024-05-01 20:11:00,tablet
8c6d0655-2655-568a-915e-11cc6316372f,carol@example.com,2471d4ec-4faf-4569-928b-5f098103fae8,2024-05-01 20:28:00,mobile
e6c1cbf1-3d06-579e-a2fc-260f707b168f,alice@example.com,bea00600-c226-4216-96bc-4a487f4de7cf,2024-05-01 20:45:00,web
94914543-c9c4-59d5-96d5-2887d3ea4382,bob@example.com,520a09bc-4cb9-452f-9a50-703b0c5637fd,2024-05-01 21:02:00,desktop
fe46ecbd-5b51-50fc-b95a-5c6e8efa3040,carol@example.com,f9cd1c97-badb-4050-ae4f-b562a64705a8,2024-05-01 21:19:00,tablet
4efebf48-288b-5188-a77f-2ae45717aef0,alice@example.com,354e571e-c6a4-442a-93c0-247e8d66c1c0,2024-05-01 21:36:00,mobile
e7dafe7e-8a71-587d-92ac-c3e219171d28,bob@example.com,c957a63a-1332-4a5c-bb6f-e116a45becb5,2024-05-01 21:53:00,web
3ff47139-1936-5ce8-913c-44826b7e2d5c,carol@example.com,b0700595-a0c0-4151-b7fd-12b046ebc9df,2024-05-01 22:10:00,desktop
efb423e6-765b-5d54-bc62-c5ba64383d6f,alice@example.com,16947d2b-8a0d-4ee7-aa38-042a05adb975,2024-05-01 22:27:00,tablet
dc6edf0e-bb54-5439-b4df-e01c9c635464,bob@example.com,46cc019b-ff17-496a-866a-2b4932600910,2024-05-01 22:44:00,mobile
509bf77a-36b0-5c01-af80-1bd1cf5571e4,carol@example.com,ebbbe19b-e08d-4957-9445-d81745a96a93,2024-05-01 23:01:00,web
7da1677b-3910-53e4-a241-15db3d269d7b,alice@example.com,205ff413-6fbe-48d2-bd64-940cc37f5d75,2024-05-01 23:18:00,desktop
1906fd5e-9ae3-5b33-ac50-3e9c70f109ac,bob@example.com,2bf45c25-da71-408a-981d-6cf14f47552d,2024-05-01 23:35:00,tablet
2f1a8da6-9970-5c2f-9d6c-72ff1e4df6af,carol@example.com,5026f6d4-89be-4d29-b731-a91bb3f4779c,2024-05-01 23:52:00,mobile
ce9dc82c-6a27-5559-9543-5090c60dcc6f,alice@example.com,e8ce0050-81f3-44d5-86d2-4154a1c1680e,2024-05-02 00:09:00,web
2121ae04-bced-5a47-ad1c-67da2b34be69,bob@example.com,fac363f8-7da2-4d2d-9b19-d90be9bcefae,2024-05-02 00:26:00,desktop
fb70aa5b-c03a-578f-8608-d1ca0ebf68c1,carol@example.com,c25aba65-17ae-4f2e-a8a8-5aefa4e1348b,2024-05-02 00:43:00,tablet
ba3ed3de-31ac-515c-9fd5-3865737e1f09,alice@example.com,e7f5cfb4-47eb-42cb-97ce-3b506274ec73,2024-05-02 01:00:00,mobile
aa58c188-9d1d-5526-a371-e44cd794700b,bob@example.com,5deb4023-53b9-47f3-ab3d-b057ee4f953f,2024-05-02 01:17:00,web
95a5b3f9-6daa-5900-9d21-2d6efaea9797,carol@example.com,629cdfb3-6122-4bba-bead-4c09f888efca,2024-05-02 01:34:00,desktop
